POST_ID	POST_TEXT
755497760695128065	Wall St. edges down amid mixed earnings after market's record highs https://t.co/HpX8LVxE3B #business #sg
755497931923415040	RT @allinonesgnews: Wall St. edges down amid mixed earnings after market's record highs https://t.co/HpX8LVxE3B #business #sg
755498524431773701	RT @jacobm: Be careful about what we shouldn't #automate - even if we can, says futurist  https://t.co/aCvpL5StKm https://t.co/lq4LAAbpqa
755498846990446592	North Korea missile tests 'deeply troubling': UN chief: UNITED NATIONS: UN Secretary-General Ban Ki-moon on T... https://t.co/41a2wtzCs6
755499660761001984	Armed man holed up in French hotel arrested - police https://t.co/W9ylensTzn
755499938520281088	DTN Singapore: Football: Hull boss Bruce holds talks over England job: Steve Bruce's meeting with FA chiefs h... https://t.co/OT6xzuy2dA
755499939443027968	DTN Singapore: Cavendish pulls out of Tour de France to focus on Rio: Britain's Mark Cavendish has pulled out... https://t.co/saYQpevafc
755501020218855424	Wall St. edges down amid mixed earnings after market's record highs https://t.co/HMabHFroIS
755501078943240193	Football: Leicester 'warrior' Morgan signs new deal https://t.co/ao0VHTH7wt
755501089319944192	SGX to transfer regulation functions to new subsidiary https://t.co/81Ms9cO5cj
755501706163679232	Football: Leicester 'warrior' Morgan signs new deal https://t.co/jTfvBsi1ln
755501712354443264	Microsoft adjusted revenue rises 2.1 percent https://t.co/dduSz9qZcq
755501716062212097	US oil prices fall to two-month lows https://t.co/kfY1w6TC41
755501848660840448	US oil prices fall to two-month lows: NEW YORK: Oil prices fell to two-month lows in new York on Tuesday (Jul... https://t.co/30M9PncqJL
755501850296619008	US oil prices fall to two-month lows: NEW YORK: Oil prices fell to two-month lows in new York on Tuesday (Jul... https://t.co/Prplyo6WsH
755502043117281282	Wall St. mixed as earnings, economy weigh https://t.co/dxhPhA9lBu #business #sg
755502200281976832	"Most of the debris is still in Madagascar, but I did hand over some things today that I was able to bring." #MH370 https://t.co/LekIZymKvd
755502457526947840	#Health China HIV leak violates patients' rights: WHO - Channel NewsAsia https://t.co/88DQ7vvqua #Southeast Asia
755503009270870016	Asia #Business ~ Wall St. mixed as earnings, economy weigh - Channel NewsAsia https://t.co/mHvwD46khr #Pacific
755503266000048129	Wall St. edges down amid mixed earnings after market's record highs: The S&P 500 pulled back from record high... https://t.co/f4HF67jfv2
755503272408911873	#singapore #news Lufthansa's Eurowings eyes some Air Berlin operations: paper: Lufthansa's  budget ... https://t.co/DN9buz89N7 #business
755503273117749248	#singapore #news Wall St. edges down amid mixed earnings after market's record highs: The S&P 500 p... https://t.co/FYXt9IVZKF #business
755503273956614144	#singapore #news Three US states sue Volkswagen, say execs covered up diesel cheating: Senior execu... https://t.co/xCFhiuNUNP #business
755503275428851712	DTN Singapore: Wall St. edges down amid mixed earnings after market's record highs: The S&P 500 pulled back f... https://t.co/D9GBoCEf8i
755503347050962944	Football: Leicester 'warrior' Morgan signs new deal https://t.co/dlIMw1EcQd
755503349873737728	Microsoft adjusted revenue rises 2.1 percent https://t.co/RIQTz39UOu
755503351245176832	US oil prices fall to two-month lows https://t.co/i6vqo0hxPe
755503471143620608	RT @nihonmama: "Most of the debris is still in Madagascar, but I did hand over some things today that I was able to bring." #MH370 https://…
755503569214799872	Football: Leicester 'warrior' Morgan signs new deal https://t.co/Ad6iBcncTn
755503574721912837	Microsoft adjusted revenue rises 2.1 percent https://t.co/JeRul28ZBo
755503577787924480	US oil prices fall to two-month lows https://t.co/7juA1Fjnpx
755504517953626112	US oil prices fall to two-month lows https://t.co/jcLXu4aNMp
755504519039979520	Leicester captain Morgan extends contract until 2019 https://t.co/ep8oAQpklC
755504524110942208	United Air tops profit estimates, plans US$2 billion buyback https://t.co/fdLqLGJvM3
755504525750837248	Injured Woods to sit out rest of season - report https://t.co/fWDqChuxmp
755504528510758912	Leicester captain Morgan extends contract until 2019 https://t.co/8dRiiC7WTF
755504530855333889	Strong cloud business boosts Microsoft's quarterly results https://t.co/eEdscMYil9
755504531966832640	Injured Woods to sit out rest of season - report https://t.co/uEiYWitqCM
755504533845872640	Strong cloud business boosts Microsoft's quarterly results https://t.co/6FRhA8EPGk
755504731808796672	S&P pulls back from record; Dow notches eighth day of gains https://t.co/EPmQbAHMKp
755504737739563009	US oil prices fall to two-month lows https://t.co/75dWDsVzu4
755504740038049794	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/pyxoysArgo
755504742583963650	United Air tops profit estimates, plans US$2 billion buyback https://t.co/OIJ9SnqRY3
755504745389883393	Strong cloud business boosts Microsoft's quarterly results https://t.co/qvQQNMiiKl
755504808036007936	Microsoft adjusted revenue rises 2.1 percent https://t.co/169CX35VIO
755504818442166272	Leicester captain Morgan extends contract until 2019 https://t.co/BWGUINLmxc
755504821285838849	Injured Woods to sit out rest of season - report https://t.co/mshAfEo8CB
755505273490534404	United Air tops profit estimates, plans US$2 billion buyback https://t.co/QlpAQvu49h
755505281505845248	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/gn0FdyAMOB
755505282239893504	Injured Woods to sit out rest of season - report https://t.co/k4W4YYt7KT
755505302800363520	Microsoft adjusted revenue rises 2.1 percent https://t.co/BUKqsc1cPz
755505303425351681	Football: Leicester 'warrior' Morgan signs new deal https://t.co/I9N9zjBXlu
755505304117383168	US oil prices fall to two-month lows https://t.co/LVEommB4Zf
755505304717123584	Leicester captain Morgan extends contract until 2019 https://t.co/yXSLoW8Ptt
755505305321103360	Strong cloud business boosts Microsoft's quarterly results https://t.co/4LGVraEeHT
755505376532033536	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/HicdTusaXA
755505381816803328	United Air tops profit estimates, plans US$2 billion buyback https://t.co/QqYaDMsYk0
755505383922335748	Leicester captain Morgan extends contract until 2019 https://t.co/OqtBrb5Ix5
755505386023706625	RT @ChannelNewsAsia: Leicester captain Morgan extends contract until 2019 https://t.co/ep8oAQpklC
755505386543775744	Injured Woods to sit out rest of season - report https://t.co/8fNEGH0euu
755505386870956033	RT @ChannelNewsAsia: Injured Woods to sit out rest of season - report https://t.co/fWDqChuxmp
755505387680456704	RT @ChannelNewsAsia: Strong cloud business boosts Microsoft's quarterly results https://t.co/eEdscMYil9
755505390910078976	Strong cloud business boosts Microsoft's quarterly results https://t.co/waKgdTl4m5
755505543725273088	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/WOFV2N4VHV
755505544446652416	United Air tops profit estimates, plans US$2 billion buyback https://t.co/uhR9dhyPuO
755505545138675712	Leicester captain Morgan extends contract until 2019 https://t.co/OdvRYrNvPi
755505546011156480	Injured Woods to sit out rest of season - report https://t.co/3uLr0XVLGA
755505546136997889	Strong cloud business boosts Microsoft's quarterly results: Microsoft Corp  reported higher quarterly adjuste... https://t.co/VkOkLx4GvJ
755505546933919744	Strong cloud business boosts Microsoft's quarterly results https://t.co/IvUb5tmPrL
755505741893607425	S&P pulls back from record; Dow notches eighth day of gains https://t.co/n5xiDwEIqV #business #sg
755505749401427968	US oil prices fall to two-month lows https://t.co/yZllgeI9x3 #business #sg
755505753599905792	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/48kXKfmedq #business #sg
755505756326207488	United Air tops profit estimates, plans US$2 billion buyback https://t.co/qKs1c7WJCQ #business #sg
755505759790784512	Strong cloud business boosts Microsoft's quarterly results https://t.co/Zi83ojWgU4 #business #sg
755506304269987841	Scoot to launch flights between Singapore and Dalian - Channel NewsAsia https://t.co/4HMhllfXXu
755506375296487425	Turkey's education board demands 1,577 university deans resign https://t.co/19aI4Nf3U0 https://t.co/9OKR1ZVjdH
755506714259054592	#Pakistan German train axe attacker 'left IS video' - Channel NewsAsia: Channel NewsAsiaGerman train axe atta... https://t.co/35KtbEBEwD
755506955788115968	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/e7iGhYDW6T
755506960510906369	United Air tops profit estimates, plans US$2 billion buyback https://t.co/484yOSa8hR
755506964990464004	Leicester captain Morgan extends contract until 2019 https://t.co/weS0v1mCns
755506968224231425	Injured Woods to sit out rest of season - report https://t.co/YeizXDPjcM
755506971055263745	Strong cloud business boosts Microsoft's quarterly results https://t.co/BFMjcPBtkc
755507220620668928	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/m68gqOPuE1
755507222793314304	United Air tops profit estimates, plans US$2 billion buyback https://t.co/HUnFC4bnXR
755507224227741696	Leicester captain Morgan extends contract until 2019 https://t.co/asIv2CJs1B
755507225574113280	Injured Woods to sit out rest of season - report https://t.co/tQaAFwcgl0
755507226836606978	Strong cloud business boosts Microsoft's quarterly results https://t.co/bsOccYrlzJ
755507380561981440	Canada to hold first Zika vaccine test on humans - Channel NewsAsia https://t.co/itGJIVZUjv #zikavirus #zikv
755507737946124288	RT @jacobm: Be careful about what we shouldn't #automate - even if we can, says futurist  https://t.co/aCvpL5StKm https://t.co/lq4LAAbpqa
755507841679568896	Berita #Vespa: From Gay World to Pop Yeh Yeh: When Geylang rocked the '60s - Channel NewsAsia https://t.co/WcsX2mGn5d cc: @Vespa_IND
755507875720507392	#world #singapore Police say no shots fired on vehicle near Cleveland convention: Police in Cleveland s... https://t.co/IAMCHIzxIG #news
755508099570466816	No diamonds in the dirt for burrowing Italian jewel thieves: ROME: The search for lucre was filthy indeed for... https://t.co/NYr8xLo88E
755508101797720064	No diamonds in the dirt for burrowing Italian jewel thieves: ROME: The search for lucre was filthy indeed for... https://t.co/izWr2ExdHq
755508444208238596	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/FVASjvsY3y
755508450206093313	Palestinian boy killed during clash with Israeli troops in West Bank - Palestinians https://t.co/qrBsVunqG3
755508725830459392	RT @ChannelNewsAsia: JAPAN, I CHOOSE YOU! #PokemonGo to make Asia debut on Jul 20, says report https://t.co/uQEUxiulEV https://t.co/wwEeZvF…
755508816603676674	German train axe attacker 'left IS video' - Channel NewsAsia https://t.co/JJ6eXNUk3T
755509329105596416	Leicester captain Morgan extends contract until 2019 https://t.co/ToLCq8MoAI
755509338874142720	Injured Woods to sit out rest of season - report https://t.co/Ll59EaqBnW
755509343345225728	Strong cloud business boosts Microsoft's quarterly results https://t.co/euGTjVTVpu
755509351037620224	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/rT0TKnYG2P
755509356930609152	Are freestanding emergency rooms following the money? https://t.co/Y7vl204mtK
755509362232139776	Zafgen to scrap obesity drug, cut jobs https://t.co/tb1slAfiSS
755509890517311488	Zafgen to scrap obesity drug, cut jobs: REUTERS: Zafgen Inc said it was suspending the development of its obe... https://t.co/xuL7KFEWxD
755509894308990976	Zafgen to scrap obesity drug, cut jobs: REUTERS: Zafgen Inc said it was suspending the development of its obe... https://t.co/sEPjBuO6uF
755510721350426624	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/m5yuevevfv
755510723455901697	Are freestanding emergency rooms following the money? https://t.co/rqeKtD9TkU
755510725364285440	Zafgen to scrap obesity drug, cut jobs https://t.co/RR8yj4CjUI
755510973277044736	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/eH7D1wJTdQ
755510979618824192	Are freestanding emergency rooms following the money? https://t.co/i8RyXkl8DL
755510982387138560	Zafgen to scrap obesity drug, cut jobs https://t.co/ugRYWZmMqA
755511190370025472	Electric cars as bad as CO2 producing 'normal' car emissions..so basically we shouldn't drive! https://t.co/emJEGeHC3L #Tesla @ColBeattie
755511540342595584	Football: Leicester 'warrior' Morgan signs new deal https://t.co/9UMzSaEFH1 #lcfc
755511812456525825	#Singapore PM concerned for peace, prosperity in region amidst #SouthChinaSea disputes https://t.co/qHcNajebO9
755512214577176576	RT @VALERIEin140: Bosnia's Pokemon Go players urged to avoid wartime mine fields  https://t.co/1Eo02pMA5F
755512275788849153	Are freestanding emergency rooms following the money? https://t.co/mjRfTz2QLB
755512279462973441	Zafgen to scrap obesity drug, cut jobs https://t.co/UsUHX3jGZp
755512311536726016	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/YfZwkbk5Qb
755512313667461120	Are freestanding emergency rooms following the money? https://t.co/KI3tded7cK
755512316079198211	Zafgen to scrap obesity drug, cut jobs https://t.co/NRvMWCcIS2
755512316179783680	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/hkmHGCZfeN
755512321565335552	Are freestanding emergency rooms following the money? https://t.co/h2tSV6APNT
755512321896689664	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/KJnKtEdmkS
755512322118946816	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/DlTF45Lsed
755512324459470849	CNA: Zafgen to scrap obesity drug, cut jobs - Zafgen Inc said it was suspending the development of its obesity ... https://t.co/jZZFT0TmAk
755512324639686656	dlvr -  No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/IpSms9E4kT
755512326896312320	Zafgen to scrap obesity drug, cut jobs https://t.co/eiCwfi9RmF
755512327630225408	Are freestanding emergency rooms following the money? https://t.co/ewQj9pqrVf
755512328313933824	Are freestanding emergency rooms following the money? https://t.co/sU2sMoslLn
755512329446371328	dlvr -  Are freestanding emergency rooms following the money? https://t.co/Co2cFPWh1Y
755512332222996480	Zafgen to scrap obesity drug, cut jobs https://t.co/lzzNF7GYkk
755512334932598784	Zafgen to scrap obesity drug, cut jobs https://t.co/DOUSpOXv0O
755512335511367681	dlvr -  Zafgen to scrap obesity drug, cut jobs https://t.co/pjPhzGoAAt
755512524582297600	RT @ChannelNewsAsia: Dow edges to new record; weak Netflix hits Nasdaq https://t.co/hkmHGCZfeN
755512562922369024	NEWS: Are freestanding emergency rooms following the money? https://t.co/VU61VUt3P1 https://t.co/9884UmH9kT
755512572535640064	NEWS: Zafgen to scrap obesity drug, cut jobs https://t.co/cAUtjw54Nr https://t.co/iSguzxxLNV
755512765503172608	NGO from my town got worldwide coverage for a very bisare reason. Pokemon Go players urged to avoid mine fields https://t.co/5o8pRmuIb4
755512923309613056	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/cE91bpXYaa
755512923833954305	Are freestanding emergency rooms following the money? https://t.co/Rf85THup7W
755512929047445504	Strong cloud business boosts Microsoft's quarterly results https://t.co/5U1C9Wtn35
755512929898946574	Dow edges to new record; weak Netflix hits Nasdaq https://t.co/YUkDpKL2Fb
755512930339258368	Zafgen to scrap obesity drug, cut jobs https://t.co/BPx9uXXbv5
755512949490511873	No diamonds in the dirt for burrowing Italian jewel thieves https://t.co/njuqM7efHs
755512955589029888	Are freestanding emergency rooms following the money? https://t.co/Z9fsSSYw1o
755512958835429376	Zafgen to scrap obesity drug, cut jobs https://t.co/Y3RqeVLesv
755513060475961344	Microsoft returns to profit one year after big loss https://t.co/uBJEBL5TqQ #business #sg
755513066712858624	Netflix's plan to conquer world stumbles, for now https://t.co/sRm6MqxFpn #business #sg
755513176616304640	RT @Jas_Sanghera_KN: It is time for all countries to stand united so that these women r never forgotten & perpetrators are punished  https:…
755513242982739972	RT @allinonesgnews: Microsoft returns to profit one year after big loss https://t.co/uBJEBL5TqQ #business #sg
755513385614188544	RT @allinonesgnews: Netflix's plan to conquer world stumbles, for now https://t.co/sRm6MqxFpn #business #sg
755513602644307968	#Beijing vows to continue #SouthChinaSea construction https://t.co/OZD0RVe3wx More in the podcast: https://t.co/yOTy22aSM8
755513971927416832	RT @ChannelNewsAsia: KL will be a 90-min high-speed rail train ride away from Singapore in 10 years' time https://t.co/8aMJxvcw15 https://t…
755514076231499776	MY WORLD:  Old pharma sees new profit cure in cancer drugs https://t.co/pX78mwhJBk
755514327843631104	Golf-Injured Woods to sit out rest of season https://t.co/wpxM3dSxOy
755514331190681600	Microsoft returns to profit one year after big loss https://t.co/J4ua30XDbc
755514333317169152	Palestinian boy killed during clash with Israeli troops in West Bank - Palestinians https://t.co/wWqDPhVa1z
755514336999776256	Netflix's plan to conquer world stumbles, for now https://t.co/bKqUMLo7Zn
755514339117953026	Football: Portugal extend Santos' contract to 2020 https://t.co/vQ6qc3hZ1o
755514677246001153	Golf-Injured Woods to sit out rest of season https://t.co/kqfoiZLtqi
755514679426949120	Microsoft returns to profit one year after big loss https://t.co/Vlt6cdC4Fz
755514680920137730	Palestinian boy killed during clash with Israeli troops in West Bank - Palestinians https://t.co/4A1OmfWS8q
755514682409152513	Netflix's plan to conquer world stumbles, for now https://t.co/MyU2NSOimm
755514684036550656	Football: Portugal extend Santos' contract to 2020 https://t.co/Gk6Z2aSShC
755515255510343680	https://t.co/F0MZ8mIWC5 Volunteers reach out to senior citizens to help transition to digital TV
755515311126814720	Football: Portugal extend Santos' contract to 2020: LISBON: Coach Fernando Santos has extended his contract w... https://t.co/dRjoXvhvxi
755515312926187522	Football: Portugal extend Santos' contract to 2020: LISBON: Coach Fernando Santos has extended his contract w... https://t.co/XKtSpa3aEk
755515725809348608	RT @VALERIEin140: Bosnia's Pokemon Go players urged to avoid wartime mine fields  https://t.co/1Eo02pMA5F
755515781161553920	Golf-Injured Woods to sit out rest of season https://t.co/rxK8KTtB5y
755515782633758721	Football: Portugal extend Santos' contract to 2020 https://t.co/k7BGqQMUVM
755515848777957376	Microsoft returns to profit one year after big loss https://t.co/JUPzsYTKze
755515852229898240	Netflix's plan to conquer world stumbles, for now https://t.co/0OpPxRJISh
755516646693990401	Golf-Injured Woods to sit out rest of season https://t.co/2REgDtYkPM
755516653623009280	Microsoft returns to profit one year after big loss https://t.co/kUKLffW4XX
755516657410445312	Palestinian boy killed during clash with Israeli troops in West Bank - Palestinians https://t.co/iGP83h81jY
755516660317052929	Netflix's plan to conquer world stumbles, for now https://t.co/Ss1179fczk
755516663194345472	Football: Portugal extend Santos' contract to 2020 https://t.co/FIFDbtO2Xv
755516687819022337	RT @ChannelNewsAsia: Fire breaks out at Jem @BurgerKing outlet; no injuries reported https://t.co/yDtHRKAunG https://t.co/4lfyili4ds
755518396507107329	Eurostar, Thalys train traffic resumes after Paris fire: PARIS: Rail services from Paris' central Gare du Nor... https://t.co/4DRqxEV8PK
755518398025523200	Eurostar, Thalys train traffic resumes after Paris fire: PARIS: Rail services from Paris' central Gare du Nor... https://t.co/ah143V9Z1V
755518845134266368	Le Corbusier buildings named world heritage sites - https://t.co/ugaQpBiAKd
755519836910866433	From the Dept. of Unintended Consequences https://t.co/9uQoUW65G1
755519904246181888	Are freestanding emergency rooms following the money? https://t.co/bVGQK77RKi
755519949746036736	Bosnia's Pokemon Go players urged to avoid wartime mine fields https://t.co/v8mpKiPjfg
755520101651189760	Eurostar, Thalys train traffic resumes after Paris fire https://t.co/h9GHCb5kbl
755520141006245892	Asia #Business ~ Lufthansa's Eurowings eyes some Air Berlin operations: paper - Channel NewsAsia https://t.co/iGzyGQ8LMw #Pacific
755520155451621377	#Nintendo market cap doubles to US$42 billion since #PokemonGO launch https://t.co/FeCfWyp20v
755520368765382656	Eurostar, Thalys train traffic resumes after Paris fire https://t.co/6HEEokovYr
755520370606678016	Netflix's plan to conquer world stumbles, for now https://t.co/nVF3qgUJ9f
755520371118317568	Microsoft returns to profit one year after big loss https://t.co/OjC453OrCq
755520373202882560	Football: Portugal extend Santos' contract to 2020 https://t.co/Xyx8ZQOdkQ
755520374276710400	dlvr -  Eurostar, Thalys train traffic resumes after Paris fire https://t.co/LLOmcpiLqY
755520376008953856	Golf-Injured Woods to sit out rest of season https://t.co/MzDCRLXTtc
755520376449355776	Eurostar, Thalys train traffic resumes after Paris fire https://t.co/3ICHqHrNPx
755520377749540864	Netflix's plan to conquer world stumbles, for now https://t.co/qhO8zA2Le9
755520379595071488	Football: Portugal extend Santos' contract to 2020 https://t.co/uUdpBu3sD4
755520381142786048	Eurostar, Thalys train traffic resumes after Paris fire https://t.co/DTcHj57CeV
755520595442425856	Eurostar, Thalys train traffic resumes after Paris fire https://t.co/pAePSBFcNR
755520679475286016	RT @ChannelNewsAsia: Netflix's plan to conquer world stumbles, for now https://t.co/nVF3qgUJ9f
755520680301568000	RT @ChannelNewsAsia: Football: Portugal extend Santos' contract to 2020 https://t.co/Xyx8ZQOdkQ
755520681241112576	RT @ChannelNewsAsia: Eurostar, Thalys train traffic resumes after Paris fire https://t.co/3ICHqHrNPx
755520939354390529	5 drown trying to rescue woman in China suicide bid - Channel NewsAsia https://t.co/2PRG8qdqvl
755520947474599936	Dollar higher amid talk of more easing from ECB, BOE https://t.co/n7MfrJmVOl #business #sg
755520951786303489	Ailes' future at Fox News in doubt after reported harassment claims https://t.co/A95sVMhuNw #business #sg
755521061500792832	RT @ChannelNewsAsia: Football: Portugal extend Santos' contract to 2020 https://t.co/Xyx8ZQOdkQ
755521176416378880	Ailes' future at Fox News in doubt after reported harassment claims: REUTERS: Roger Ailes' future as chief of... https://t.co/n8C55DXPV9
755521181956964352	Ailes' future at Fox News in doubt after reported harassment claims: REUTERS: Roger Ailes' future as chief of... https://t.co/WYCVq0kdH5
755521441362087936	Dollar higher amid talk of more easing from ECB, BOE: The dollar pushed higher against the pound and euro on ... https://t.co/Ng0pyDdTVq
755522080184172545	Eurostar, Thalys train traffic resumes after Paris fire https://t.co/YzlxRXlS6f
755522082797215744	Dollar higher amid talk of more easing from ECB, BOE https://t.co/M0Ni0UMsRO
755522084579729409	Ailes' future at Fox News in doubt after reported harassment claims https://t.co/BZoBv2MKey
755522150824411136	RT @ChannelNewsAsia: Eurostar, Thalys train traffic resumes after Paris fire https://t.co/3ICHqHrNPx
755522180830466048	DTN Singapore: Leicester captain Morgan extends contract until 2019: Leicester City captain Wes Morgan has si... https://t.co/RiLzZl5Bxz
755522181568737280	DTN Singapore: Golf-Injured Woods to sit out rest of season: Tiger Woods has shut it down for the rest of the... https://t.co/fIgmgFm0Sx
755522236119912448	Eurostar, Thalys train traffic resumes after Paris fire https://t.co/zicjWhVBeM
755522239253114881	Dollar higher amid talk of more easing from ECB, BOE https://t.co/LtMa4CB6LK
755522240691732485	Ailes' future at Fox News in doubt after reported harassment claims https://t.co/Fhhpk5ezea
755522567725682688	Trump's name now formally put before delegates at the #RNCinCLE   My live report in 5 minutes @ChannelNewsAsia
755522736609370112	RT @ChannelNewsAsia: Fire breaks out at Jem @BurgerKing outlet; no injuries reported https://t.co/yDtHRKAunG https://t.co/4lfyili4ds
755523397614968833	Republicans ready Trump nomination in face of wife's speech controversy https://t.co/w5R0vQaaiq
755523459015376896	Dollar higher amid talk of more easing from ECB, BOE https://t.co/qIyXz3ADTe
755523461284585472	Ailes' future at Fox News in doubt after reported harassment claims https://t.co/FKKGLx1XpA
755523943478329344	RT @ChannelNewsAsia: Thai sex industry under fire from tourism minister, police https://t.co/7fxp1aQsXm
755523974398816258	RT @ChannelNewsAsia: Boxing: Singh edges Hope to clinch Asia Pacific title https://t.co/pVowsWdtdx
755523984087580672	RT @ChannelNewsAsia: WeWork sues ex-employee for disclosing information to reporters https://t.co/0nztyfD1qg
755524059287416832	Dollar higher amid talk of more easing from ECB, BOE https://t.co/JP4aeUvFSK
755472937197539328	North Korea missile tests 'deeply troubling': UN chief https://t.co/B6qgCUkSGm
755408669819432960	Dominant Froome to peak for Tour de France final week https://t.co/zyqozJaIcE
755408671077785600	Australia to host Slovakia in Davis Cup playoff https://t.co/ULDVS02kxC
755408824635265025	RT @ChannelNewsAsia: JAPAN, I CHOOSE YOU! #PokemonGo to make Asia debut on Jul 20, says report https://t.co/uQEUxiulEV https://t.co/wwEeZvF…
755409248197017600	RT @ChannelNewsAsia: JAPAN, I CHOOSE YOU! #PokemonGo to make Asia debut on Jul 20, says report https://t.co/uQEUxiulEV https://t.co/wwEeZvF…
755409282850435072	KL-Singapore High-Speed Rail projected to start around 2026 https://t.co/k6ZRjIdpDA
755409328572510208	RT @ChannelNewsAsia: #IslamicState claims responsibility for the axe and knife assault on a train in Germany https://t.co/cDRkYmARXh https:…
755409347895627780	RT @ChannelNewsAsia: About 2.5 million people still becoming infected with HIV every year: Study https://t.co/SaG3CTdoC8 https://t.co/yP6j1…
755409377180299264	RT @ChannelNewsAsia: "Dopers cannot rest easy": #AntiDoping Official on keeping Asian athletes clean for #Rio2016 https://t.co/c3MhkOJpNB h…
755409527067979776	Indonesian coal association against possible moratorium on Philippines https://t.co/ct96Hgz84j
755409576648904704	RT @NiPcomua: Migrants arriving in Italy up by a quarter in June - EU border agency - https://t.co/hZ6CMs5F8r
755409610052292608	RT @ChannelNewsAsia: JAPAN, I CHOOSE YOU! #PokemonGo to make Asia debut on Jul 20, says report https://t.co/uQEUxiulEV https://t.co/wwEeZvF…
755409653027053568	Spain's Rajoy strikes deal on house speaker though deadlock drags on https://t.co/gJ93AdiXbB https://t.co/LKVpNOpdIi
755409961333710848	French lawmakers urged to unite on emergency rule after Nice attack https://t.co/LfJfqwK3dz
755409966970834944	Turkish envoy urges swift return of coup asylum seekers from Greece https://t.co/Y9Vh00pgdV
755409967147089920	Dorsey's Square starts up UK operation for first European foray https://t.co/ZyotbJWMZ6
755409973367177216	Conte pours cold water on Costa transfer speculation https://t.co/9xEXR2XdoJ
755409977762783232	Indian Kashmir residents under curfew face medicine shortage https://t.co/xOGYq7CdHG
755409979788722176	Dominant Froome to peak for Tour de France final week https://t.co/nMy5LnpHKV
755409982045192192	Australia to host Slovakia in Davis Cup playoff https://t.co/8LxJBuplPk
755410060860416000	Russia suspends senior sports officials over doping scandal https://t.co/jGE49TIMCy
755410080460185600	RT @ChannelNewsAsia: Volunteers helping the elderly get #digitalTV https://t.co/X2rI4F3cdz (@mediacorp) https://t.co/yYEPuH4kAn
755410116581568515	Philippines' top court frees ex-president Arroyo after five years: The Philippines' Supreme Court on Tuesday ... https://t.co/SVL2TPPzTP
755410180335104000	RT @ChannelNewsAsia: “GET OUT OF CHINA”: Anti-US protests staged at 11 KFC branches in China https://t.co/SUuOY9fo3I https://t.co/E7mfQ5PnXT
755410365878448128	RT @ChannelNewsAsia: WATCH: What you need to know about the Kuala Lumpur-Singapore High Speed Rail MoU https://t.co/4Q5hdTifWG https://t.co…
755410486196183040	RT @ChannelNewsAsia: JAPAN, I CHOOSE YOU! #PokemonGo to make Asia debut on Jul 20, says report https://t.co/uQEUxiulEV https://t.co/wwEeZvF…
755410492110188544	RT @ChannelNewsAsia: Leak of HIV patients' identities in China a violation of their fundamental rights: @WHO https://t.co/94xVOCLGFg https:…
755410596804325376	Dorsey's Square starts up UK operation for first European foray https://t.co/whrJ0sbaQo